PMX Bone Weight
0.6794,17.6471,-0.05228001,0.1491632,-0.5076688,0.8485415,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.53422,17.52645,0.08406001,0.7720267,-0.5751616,0.2704881,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.45829,17.52624,0.26746,0.6785842,-0.5926251,0.4339573,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.17255,17.49848,0.4478,0.297132,-0.6259335,0.7210547,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.32304,17.32182,0.1856,0.6306835,-0.548193,0.5492927,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.22775,17.32828,0.2671,0.4215788,-0.5703446,0.7049669,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.19878,0.26641,0.6233186,-0.2418472,-0.7436289,頭,首,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.20734,17.20012,0.1842,0.5420113,-0.3996661,0.73925,頭,首,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.33713,17.19965,0.0672,0.7867999,-0.3243542,0.5251098,頭,首,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.39467,17.19406,-0.04744,0.9621951,-0.2605437,0.07935737,頭,首,,,0.9,0.09999996,0,0,False,0,0,0,0,0,0,0,0,0
0.10133,17.20098,0.24627,0.3012264,-0.4146528,0.8586767,頭,首,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0,17.30796,0.32734,5.053249E-09,-0.5450938,0.8383751,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.48458,0.47358,-3.774482E-09,-0.6364738,0.7712983,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.41714,17.23919,-0.18069,0.708073,-0.6120766,0.352129,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.46406,17.31818,-0.1479,0.6790248,-0.543902,0.4930477,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4485,17.39938,0.0754,0.7770633,-0.528093,0.3424769,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.35936,17.51983,0.35841,0.5055534,-0.604598,0.6155299,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.69499,17.79512,0.13096,0.8724188,-0.3965138,0.2857663,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.56541,17.69388,0.3303,0.7352886,-0.5557406,0.3879474,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.56926,17.49729,-0.10954,0.6838234,-0.5785789,0.4445582,頭,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
